price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestSchool,School_distance,to_School_time
500.0,2,3,2,House,5 Selby Way,DONNYBROOK,3064.0,-37.546658,144.96114,"Gilgai Plains Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.2 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 1.4621419417711201, 'nearest_coord': (-37.5335695, 144.9595466)}",2719.9,314.5
490.0,2,4,2,House,29 Leafspring Road,DONNYBROOK,3064.0,-37.54003,144.97966,"Donnybrook Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.7 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.5 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 1.6284592980491532, 'nearest_coord': (-37.53686229999999, 144.997692)}",3226.7,334.6
450.0,2,4,2,House,28 River Redgum Blvd,DONNYBROOK,3064.0,-37.542564,144.96875,"Gilgai Plains Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5.8 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School14.4 km awayUCoEdGovernmentView Catchment",False,209041225.0,"{'dist': 1.2879408709982147, 'nearest_coord': (-37.5335695, 144.9595466)}",2521.0,278.1
600.0,2,4,2,House,16 Danzig Street,KALKALLO,3064.0,-37.52442,144.96191,"Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.6816797012733379, 'nearest_coord': (-37.5208592, 144.9556179)}",1043.0,106.5
600.0,2,5,2,House,23 Roscoe Avenue,KALKALLO,3064.0,-37.52506,144.95956,"Mickleham Secondary College5.1 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.582282532530085, 'nearest_coord': (-37.5208592, 144.9556179)}",990.7,119.2
470.0,2,3,1,House,25 Tucholsky Dr,KALKALLO,3064.0,-37.518654,144.95702,"Mickleham Secondary College5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.3 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.2746225612553042, 'nearest_coord': (-37.5208592, 144.9556179)}",341.6,65.6
500.0,2,4,2,House,17 Kales Circuit,KALKALLO,3064.0,-37.53617,144.96202,"Gilgai Plains Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.4 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.3621879533560243, 'nearest_coord': (-37.5335695, 144.9595466)}",767.0,128.9
650.0,3,4,2,House,8 Taketa Way,KALKALLO,3064.0,-37.532337,144.96895,"Gilgai Plains Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.9 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.7 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.8404229302867907, 'nearest_coord': (-37.5335695, 144.9595466)}",1037.9,122.2
600.0,2,4,2,House,19 Hackney Way,KALKALLO,3064.0,-37.532375,144.96408,"Gilgai Plains Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.4 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.421234950755081, 'nearest_coord': (-37.5335695, 144.9595466)}",945.8,127.8
590.0,2,4,2,House,5 Firewheel Road,KALKALLO,3064.0,-37.520397,144.95251,"Mickleham Secondary College4.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.2 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.27887059182895246, 'nearest_coord': (-37.5208592, 144.9556179)}",346.7,57.8
570.0,2,4,2,House,17 Roscoe Avenue,KALKALLO,3064.0,-37.52555,144.9594,"Mickleham Secondary College5.1 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.5 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.6191205915846413, 'nearest_coord': (-37.5208592, 144.9556179)}",939.9,107.0
530.0,2,4,2,House,6 Dwarf Road,KALKALLO,3064.0,-37.518436,144.95872,"Mickleham Secondary College5.1 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.5 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.2 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.38399405283460325, 'nearest_coord': (-37.5208592, 144.9556179)}",652.0,74.6
520.0,2,3,2,House,1 Pippa Way,KALKALLO,3064.0,-37.537674,144.96051,"Gilgai Plains Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College5.8 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.46423837799207573, 'nearest_coord': (-37.5335695, 144.9595466)}",611.2,89.7
520.0,2,4,2,House,32 Columbus Road,KALKALLO,3064.0,-37.518456,144.96121,"Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.6 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.2 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.560930845242386, 'nearest_coord': (-37.5208592, 144.9556179)}",914.1,81.8
520.0,2,4,2,House,1 Yasuda Way,KALKALLO,3064.0,-37.52266,144.95216,"Mickleham Secondary College4.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.3648213792733249, 'nearest_coord': (-37.5208592, 144.9556179)}",555.9,76.6
500.0,2,4,2,Townhouse,243 Dwyer Street,KALKALLO,3064.0,-37.520412,144.95844,"Mickleham Secondary College5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.3 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.25380727149696286, 'nearest_coord': (-37.5208592, 144.9556179)}",353.0,27.6
480.0,2,3,2,House,7 Sodium Street,KALKALLO,3064.0,-37.518974,144.95242,"Mickleham Secondary College4.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.3 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.4 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.3514053531856192, 'nearest_coord': (-37.5208592, 144.9556179)}",426.4,76.5
475.0,2,3,1,House,41 Klandy Drive,KALKALLO,3064.0,-37.53791,144.95882,"Gilgai Plains Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.2 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College5.6 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.48687599197553555, 'nearest_coord': (-37.5335695, 144.9595466)}",590.4,85.9
460.0,2,3,2,Townhouse,12 Furphy Walk,KALKALLO,3064.0,-37.525448,144.96672,"Gilgai Plains Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.7 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.2 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 1.0580531124978756, 'nearest_coord': (-37.5323844, 144.9585066)}",2529.1,355.2
460.0,2,3,2,House,9 Peck Place,KALKALLO,3064.0,-37.53057,144.96614,"Gilgai Plains Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.7 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.7 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.6702745670822217, 'nearest_coord': (-37.5335695, 144.9595466)}",1265.0,157.0
440.0,2,3,1,House,28 Sodium Street,KALKALLO,3064.0,-37.518055,144.953,"Mickleham Secondary College4.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.4 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.4 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.3879877534654777, 'nearest_coord': (-37.5208592, 144.9556179)}",641.8,90.5
600.0,2,4,2,House,20 Fadaro Street,KALKALLO,3064.0,-37.531532,144.9652,"Gilgai Plains Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.5 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.547576567134131, 'nearest_coord': (-37.5335695, 144.9595466)}",970.5,121.2
560.0,2,4,2,House,12 Thunder Drive,KALKALLO,3064.0,-37.526608,144.96498,"Gilgai Plains Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.8593107153538002, 'nearest_coord': (-37.5323844, 144.9585066)}",2657.7,372.3
490.0,2,3,2,House,40 Fadaro Street,KALKALLO,3064.0,-37.5317,144.96732,"Gilgai Plains Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.8 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.6 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.7162752070593811, 'nearest_coord': (-37.5335695, 144.9595466)}",1069.1,122.1
550.0,2,4,2,House,72 Bells Avenue,KALKALLO,3064.0,-37.53328,144.96756,"Gilgai Plains Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.8 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.5 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.7073343629506849, 'nearest_coord': (-37.5335695, 144.9595466)}",815.2,89.4
550.0,2,4,2,House,6 Kips Street,KALKALLO,3064.0,-37.52001,144.96341,"Mickleham Secondary College5.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.6 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.6936645572611644, 'nearest_coord': (-37.5208592, 144.9556179)}",1275.0,122.6
550.0,3,4,2,House,27 Cooney Circuit,KALKALLO,3064.0,-37.527912,144.96227,"Gilgai Plains Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.7 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.5978698387941251, 'nearest_coord': (-37.5323844, 144.9585066)}",805.8,132.2
540.0,2,4,2,House,10 Frankel Road,KALKALLO,3064.0,-37.524197,144.95921,"Mickleham Secondary College5.1 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.6 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.48796013242695613, 'nearest_coord': (-37.5208592, 144.9556179)}",764.6,68.9
530.0,2,3,1,House,28 Columbus Road,KALKALLO,3064.0,-37.51866,144.96118,"Mickleham Secondary College5.3 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.6 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.2 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.548116074442682, 'nearest_coord': (-37.5208592, 144.9556179)}",936.9,84.5
530.0,2,4,2,House,6 Yasuda Way,KALKALLO,3064.0,-37.522438,144.95262,"Mickleham Secondary College4.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.31736578692978806, 'nearest_coord': (-37.5208592, 144.9556179)}",512.3,79.1
520.0,2,4,2,House,7 Fenska Street,KALKALLO,3064.0,-37.521072,144.95357,"Mickleham Secondary College4.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.1 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.1 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.18215229242797806, 'nearest_coord': (-37.5208592, 144.9556179)}",186.3,28.0
520.0,2,4,2,House,5 Laurina Street,KALKALLO,3064.0,-37.5185,144.95505,"Mickleham Secondary College4.8 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.4 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.3 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.2670698686176099, 'nearest_coord': (-37.5208592, 144.9556179)}",439.8,59.2
520.0,2,4,2,House,272 Dwyer Street,KALKALLO,3064.0,-37.51863,144.95966,"Mickleham Secondary College5.2 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.6 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.2 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.43419575320096504, 'nearest_coord': (-37.5208592, 144.9556179)}",573.9,45.3
510.0,2,4,2,House,3 Flame Road,KALKALLO,3064.0,-37.51854,144.95583,"Mickleham Secondary College4.9 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.4 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.3 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.25856117461872485, 'nearest_coord': (-37.5208592, 144.9556179)}",288.6,68.1
505.0,2,4,2,House,27 Maryland Road,KALKALLO,3064.0,-37.518394,144.96011,"Mickleham Secondary College5.2 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.6 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.2 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.48176307555412773, 'nearest_coord': (-37.5208592, 144.9556179)}",706.4,75.7
500.0,2,4,2,House,31 Times Street,KALKALLO,3064.0,-37.51866,144.96295,"Mickleham Secondary College5.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.7 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.1 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.6913386700852274, 'nearest_coord': (-37.5208592, 144.9556179)}",1105.7,97.4
490.0,2,4,2,House,14 Cromarty Crescent,KALKALLO,3064.0,-37.529224,144.96779,"Gilgai Plains Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.8 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.8728500103497625, 'nearest_coord': (-37.5335695, 144.9595466)}",1405.9,156.3
485.0,2,3,2,House,3 Tucholsky Drive,KALKALLO,3064.0,-37.51883,144.95483,"Mickleham Secondary College4.8 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.4 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.3 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.23609452293639635, 'nearest_coord': (-37.5208592, 144.9556179)}",355.4,44.8
480.0,2,3,2,Townhouse,18 Nick Way,KALKALLO,3064.0,-37.52972,144.9695,"Gilgai Plains Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.9 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.9765024063021441, 'nearest_coord': (-37.5335695, 144.9595466)}",1339.6,149.6
475.0,2,3,2,House,21 Firnberg Street,KALKALLO,3064.0,-37.519073,144.9553,"Mickleham Secondary College4.8 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.4 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School17.3 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.20058572364479266, 'nearest_coord': (-37.5208592, 144.9556179)}",224.1,52.6
450.0,2,3,1,Townhouse,7 Cilantro Street,KALKALLO,3064.0,-37.522083,144.95825,"Mickleham Secondary College5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College7.2 km awayPrep-12CoEdGovernmentView Catchment,Merriang Special Developmental School16.9 km awayUCoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.2690759379637953, 'nearest_coord': (-37.5208592, 144.9556179)}",463.6,45.0
440.0,2,3,1,Townhouse,22 Quill Circuit,KALKALLO,3064.0,-37.535675,144.96443,"Gilgai Plains Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College5.6 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.1 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.490130880070911, 'nearest_coord': (-37.5335695, 144.9595466)}",626.5,93.8
550.0,2,3,2,House,11 Latchford Drive,MICKLEHAM,3064.0,-37.54067,144.90239,"Mickleham Secondary College1.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College4.8 km awayPrep-12CoEdGovernmentView Catchment,Yubup Primary School0.8 km awayGovernmentMore Info",False,210051445.0,"{'dist': 0.34030095188458404, 'nearest_coord': (-37.541992, 144.905871)}",617.9,104.9
500.0,2,4,2,House,5 Bedgebury Street,MICKLEHAM,3064.0,-37.538673,144.91228,"Mickleham Secondary College1.5 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College4.7 km awayPrep-12CoEdGovernmentView Catchment,Gaayip-Yagila Primary School1.1 km awayPrep-6CoEdGovernmentMore Info",False,210051445.0,"{'dist': 0.6302753868357454, 'nearest_coord': (-37.5367103, 144.905574)}",909.4,94.1
790.0,2,5,4,House,33 Birdsong Avenue,MICKLEHAM,3064.0,-37.566246,144.8902,"Mickleham Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College3.3 km awayPrep-12CoEdGovernmentView Catchment,Elevation Secondary College3.5 km away7-10CoEdGovernmentMore Info",True,210051445.0,"{'dist': 2.6189680905945454, 'nearest_coord': (-37.542846, 144.8935799)}",3816.2,427.0
680.0,3,4,2,House,5 Valetta St,MICKLEHAM,3064.0,-37.52534,144.91122,"Gaayip-Yagila Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College0.8 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College6.2 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.4098078311122535, 'nearest_coord': (-37.5285733, 144.9089897)}",957.9,133.8
670.0,2,4,2,House,19 Straun Road,MICKLEHAM,3064.0,-37.53046,144.89543,"Mickleham Secondary College0.7 km away7CoEdGovernmentView Catchment,Gaayip-Yagila Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.1 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.45560912870917686, 'nearest_coord': (-37.5338156, 144.898395)}",954.0,159.6
620.0,2,4,2,House,17 Rowena Way,MICKLEHAM,3064.0,-37.53169,144.90004,"Mickleham Secondary College0.5 km away7CoEdGovernmentView Catchment,Gaayip-Yagila Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5.8 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.2773170357272199, 'nearest_coord': (-37.5338156, 144.898395)}",632.2,93.5
620.0,2,4,2,House,8 Leaf Street,MICKLEHAM,3064.0,-37.575836,144.89236,"Aitken Creek Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Elevation Secondary College2.5 km away7-10CoEdGovernmentView Catchment,Mount Ridley P-12 College2.8 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 3.6699015018736003, 'nearest_coord': (-37.542846, 144.8935799)}",4782.8,549.4
6002607.0,2,4,2,House,11 Masala Street,MICKLEHAM,3064.0,-37.54561,144.88647,"Mickleham Secondary College2.4 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College5 km awayPrep-12CoEdGovernmentView Catchment,Yubup Primary School0.7 km awayGovernmentMore Info",False,210051445.0,"{'dist': 0.6981340151033868, 'nearest_coord': (-37.542846, 144.8935799)}",1133.8,256.4
520.0,2,3,1,House,13 Bringa Drive,MICKLEHAM,3064.0,-37.528355,144.90234,"Mickleham Secondary College0.1 km away7CoEdGovernmentView Catchment,Gaayip-Yagila Primary School0.6 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.1 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.18820441287259393, 'nearest_coord': (-37.5266875, 144.9019741)}",1183.7,139.1
680.0,3,4,2,House,13 Onoway Approach,MICKLEHAM,3064.0,-37.543926,144.90025,"Mickleham Secondary College1.8 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College4.5 km awayPrep-12CoEdGovernmentView Catchment,Yubup Primary School0.6 km awayGovernmentMore Info",False,210051445.0,"{'dist': 0.3516606268302617, 'nearest_coord': (-37.542696, 144.8965754)}",492.1,94.3
670.0,2,4,2,House,11 Docker Circuit,MICKLEHAM,3064.0,-37.53272,144.89536,"Mickleham Secondary College0.8 km away7CoEdGovernmentView Catchment,Gaayip-Yagila Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College5.8 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.2940433086472521, 'nearest_coord': (-37.5338156, 144.898395)}",651.0,125.0
650.0,2,4,2,House,12 Belson Street,MICKLEHAM,3064.0,-37.52156,144.90198,"Mickleham Secondary College0.7 km away7CoEdGovernmentView Catchment,Gaayip-Yagila Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Mount Ridley P-12 College6.8 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.5701530292102536, 'nearest_coord': (-37.5266875, 144.9019741)}",745.1,102.9
650.0,2,4,2,New House & Land,15 Roseneath Way,MICKLEHAM,3064.0,-37.530067,144.90988,"Gaayip-Yagila Primary School0.2 km awayPrep-6CoEdGovernmentView Catchment,Mickleham Secondary College0.8 km away7CoEdGovernmentView Catchment,Mount Ridley P-12 College5.7 km awayPrep-12CoEdGovernmentView Catchment",False,210051445.0,"{'dist': 0.1837122922549263, 'nearest_coord': (-37.5285733, 144.9089897)}",618.5,75.7
