price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestSchool,School_distance,to_School_time
470.0,2,4,2,House,20 Burchelli Way,WYNDHAM VALE,3024.0,-37.89438,144.6074,"Wyndham Vale Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.3 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College1.4 km awayGovernmentMore Info",False,213051590.0,"{'dist': 42.608342158876326, 'nearest_coord': (-37.5191919, 144.705837)}",54679.6,4051.4
470.0,2,4,2,Townhouse,18 Wetherby Road,WYNDHAM VALE,3024.0,-37.843925,144.59238,"Ngarri Primary School2.6 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College3.5 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.5 km awayGovernmentMore Info",False,213051589.0,"{'dist': 37.463694704983276, 'nearest_coord': (-37.5191919, 144.705837)}",73217.5,4021.2
460.0,2,4,2,House,10 Plumstead Street,WYNDHAM VALE,3024.0,-37.850822,144.59735,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.6 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College3.9 km awayGovernmentMore Info",False,213051589.0,"{'dist': 38.091338828516875, 'nearest_coord': (-37.5191919, 144.705837)}",73016.1,3920.6
460.0,2,3,2,House,53 Brightvale Boulevard,WYNDHAM VALE,3024.0,-37.865433,144.6152,"Manor Lakes P-12 College1.5 km awayPrep-12CoEdGovernmentView Catchment,Riverbend Primary School1.7 km awayPrep-6CoEdGovernmentMore Info,Brinbeal Secondary College2.6 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.31761899928841, 'nearest_coord': (-37.5191919, 144.705837)}",55120.4,4099.4
450.0,2,4,2,House,6 Kirsten Street,WYNDHAM VALE,3024.0,-37.864742,144.62607,"Riverbend Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.3 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College1.8 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.059244667305705, 'nearest_coord': (-37.5191919, 144.705837)}",55891.4,4210.5
450.0,2,3,1,House,93 Honour Avenue,WYNDHAM VALE,3024.0,-37.89787,144.62648,"Iramoo Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Wyndham Central Secondary College2.6 km away7-12CoEdGovernmentView Catchment,St Joseph's Catholic Primary School1.6 km awayPrep-6CoEdCatholicMore Info",False,213051590.0,"{'dist': 42.681915323953426, 'nearest_coord': (-37.5191919, 144.705837)}",53199.6,3880.8
450.0,2,3,4,House,12 Surveyor Street,WYNDHAM VALE,3024.0,-37.87899,144.63202,"Riverbend Primary School0.4 km awayPrep-6CoEdGovernmentView Catchment,Wyndham Central Secondary College2.1 km away7-12CoEdGovernmentView Catchment,Christway College - Wyndham1.4 km awayPrivateMore Info",False,213051589.0,"{'dist': 40.53147839477834, 'nearest_coord': (-37.5191919, 144.705837)}",53554.9,3966.2
450.0,2,4,2,House,21 Micropora Drive,WYNDHAM VALE,3024.0,-37.868214,144.62975,"Riverbend Primary School1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.5 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College1.8 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.382729065032066, 'nearest_coord': (-37.5191919, 144.705837)}",55085.4,4202.6
440.0,2,3,1,House,15 Riveting Road,WYNDHAM VALE,3024.0,-37.861595,144.60324,"Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.7 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.7 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.129179742347645, 'nearest_coord': (-37.5191919, 144.705837)}",73572.5,3955.9
4301868.0,2,4,2,House,2 Halladale Avenue,WYNDHAM VALE,3024.0,-37.882717,144.6251,"Riverbend Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.2 km awayPrep-12CoEdGovernmentView Catchment,Wyndham Central Secondary College2.5 km away7-12CoEdGovernmentMore Info",False,213051589.0,"{'dist': 41.04155240180536, 'nearest_coord': (-37.5191919, 144.705837)}",52610.2,3830.2
430.0,1,3,1,House,15 Castlerock Drive,WYNDHAM VALE,3024.0,-37.882755,144.61961,"Riverbend Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.8 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College3 km awayGovernmentMore Info",False,213051590.0,"{'dist': 41.13205033144801, 'nearest_coord': (-37.5191919, 144.705837)}",53259.5,3884.9
430.0,2,3,1,House,44 Grangehill Mews,WYNDHAM VALE,3024.0,-37.84919,144.59576,"Ngarri Primary School2.2 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.8 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.1 km awayGovernmentMore Info",False,213051589.0,"{'dist': 37.951185078667415, 'nearest_coord': (-37.5191919, 144.705837)}",73253.1,3952.1
425.0,2,3,2,House,3 Vacca Street,WYNDHAM VALE,3024.0,-37.851616,144.58702,"Ngarri Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.8 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.8 km awayGovernmentMore Info",False,213051589.0,"{'dist': 38.41419587216871, 'nearest_coord': (-37.5191919, 144.705837)}",71971.6,3862.0
400.0,1,3,2,House,4 Burgundy Drive,WYNDHAM VALE,3024.0,-37.888687,144.62917,"Iramoo Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Wyndham Central Secondary College2.1 km away7-12CoEdGovernmentView Catchment,Christway College - Wyndham1.7 km awayPrivateMore Info",False,213051589.0,"{'dist': 41.63597818920463, 'nearest_coord': (-37.5191919, 144.705837)}",52076.1,3806.8
500.0,2,4,2,House,28 Kallang Rd,WYNDHAM VALE,3024.0,-37.87069,144.61809,"Riverbend Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.7 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.840083766722614, 'nearest_coord': (-37.5191919, 144.705837)}",54551.8,4020.3
480.0,3,4,2,House,56 Fitzrovia Drive,WYNDHAM VALE,3024.0,-37.848183,144.59602,"Ngarri Primary School2.3 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.9 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.1 km awayGovernmentMore Info",False,213051589.0,"{'dist': 37.83709800410688, 'nearest_coord': (-37.5191919, 144.705837)}",73329.9,3947.9
460.0,2,3,2,House,30 Grappa Circuit,WYNDHAM VALE,3024.0,-37.86235,144.60088,"Manor Lakes P-12 College1.3 km awayPrep-12CoEdGovernmentView Catchment,Ngarri Primary School1.5 km awayPrep-6CoEdGovernmentMore Info,Laa Yulta Primary School2.6 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.259190899493944, 'nearest_coord': (-37.5191919, 144.705837)}",73527.2,3949.4
680.0,2,4,2,House,15 Laurimar Grove,WYNDHAM VALE,3024.0,-37.87162,144.61519,"Manor Lakes P-12 College1.2 km awayPrep-12CoEdGovernmentView Catchment,Riverbend Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,Brinbeal Secondary College3 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.991634331069115, 'nearest_coord': (-37.5191919, 144.705837)}",54232.5,3993.6
600.0,3,4,2,House,106 Brightvale Boulevard,WYNDHAM VALE,3024.0,-37.86483,144.61938,"Riverbend Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.8 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.3 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.17889888485991, 'nearest_coord': (-37.5191919, 144.705837)}",55391.7,4133.2
570.0,2,5,2,House,22 Ervine Drive,WYNDHAM VALE,3024.0,-37.868977,144.62852,"Riverbend Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.4 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.48483485594075, 'nearest_coord': (-37.5191919, 144.705837)}",54906.3,4176.8
560.0,4,4,2,House,41 Margie Street,WYNDHAM VALE,3024.0,-37.86967,144.62946,"Riverbend Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.4 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.54659911272538, 'nearest_coord': (-37.5191919, 144.705837)}",54936.1,4179.2
560.0,3,4,3,House,21 Gala Ave,WYNDHAM VALE,3024.0,-37.86626,144.61487,"Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Riverbend Primary School1.6 km awayPrep-6CoEdGovernmentMore Info,Ngarri Primary School2.6 km awayPrep-6CoEdGovernmentMore Info",False,213051589.0,"{'dist': 39.41354750686802, 'nearest_coord': (-37.5191919, 144.705837)}",55020.0,4086.7
545.0,2,4,2,House,16 Thea Close,WYNDHAM VALE,3024.0,-37.8712,144.62169,"Riverbend Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.7 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.6 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.835630988902906, 'nearest_coord': (-37.5191919, 144.705837)}",54777.3,4048.0
550.0,2,4,2,House,12 Grangehill Mews,WYNDHAM VALE,3024.0,-37.849964,144.59624,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.7 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4 km awayGovernmentMore Info",False,213051589.0,"{'dist': 38.02365737745109, 'nearest_coord': (-37.5191919, 144.705837)}",73078.1,3931.0
540.0,2,4,2,House,12 Gosford Road,WYNDHAM VALE,3024.0,-37.893703,144.61307,"Wyndham Vale Primary School0.3 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.4 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College1.6 km awayGovernmentMore Info",False,213051590.0,"{'dist': 42.43590321386169, 'nearest_coord': (-37.5191919, 144.705837)}",54301.8,4004.5
530.0,2,5,2,House,74 Stanmore Crescent,WYNDHAM VALE,3024.0,-37.8514,144.59245,"Ngarri Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.7 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.4 km awayGovernmentMore Info",False,213051589.0,"{'dist': 38.263718846686615, 'nearest_coord': (-37.5191919, 144.705837)}",72839.2,3906.4
530.0,2,4,2,House,13 Papas View,WYNDHAM VALE,3024.0,-37.848427,144.59053,"Ngarri Primary School2.1 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College3 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4.6 km awayGovernmentMore Info",False,213051589.0,"{'dist': 37.98950272036497, 'nearest_coord': (-37.5191919, 144.705837)}",72421.3,3928.1
520.0,2,4,2,House,137 Stanmore Crescent,WYNDHAM VALE,3024.0,-37.853268,144.59633,"Ngarri Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.4 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4 km awayGovernmentMore Info",False,213051589.0,"{'dist': 38.37710145132982, 'nearest_coord': (-37.5191919, 144.705837)}",72806.8,3906.3
520.0,2,4,2,House,14 Greenmont Road,WYNDHAM VALE,3024.0,-37.858463,144.5973,"Ngarri Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.8 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College3.9 km awayGovernmentMore Info",False,213051589.0,"{'dist': 38.91540483589156, 'nearest_coord': (-37.5191919, 144.705837)}",72915.8,3912.5
510.0,2,4,2,House,2 Sue Street,WYNDHAM VALE,3024.0,-37.873585,144.61847,"Riverbend Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.9 km awayGovernmentMore Info",False,213051589.0,"{'dist': 40.14949609289099, 'nearest_coord': (-37.5191919, 144.705837)}",53969.7,3992.9
510.0,2,3,2,House,16 Pristine Drive,WYNDHAM VALE,3024.0,-37.872955,144.6184,"Riverbend Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.9 km awayGovernmentMore Info",False,213051589.0,"{'dist': 40.081929279894965, 'nearest_coord': (-37.5191919, 144.705837)}",54106.9,4012.7
510.0,2,4,2,House,47 Vogue Drive,WYNDHAM VALE,3024.0,-37.87338,144.62103,"Riverbend Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.7 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.8 km awayGovernmentMore Info",False,213051589.0,"{'dist': 40.084586886048896, 'nearest_coord': (-37.5191919, 144.705837)}",54255.1,4040.1
510.0,2,4,2,House,33 Vogue Drive,WYNDHAM VALE,3024.0,-37.872746,144.62053,"Riverbend Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.6 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.7 km awayGovernmentMore Info",False,213051589.0,"{'dist': 40.023556136423146, 'nearest_coord': (-37.5191919, 144.705837)}",54700.8,4040.7
510.0,2,4,2,House,45 Vogue Drive,WYNDHAM VALE,3024.0,-37.873276,144.62096,"Riverbend Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.6 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.8 km awayGovernmentMore Info",False,213051589.0,"{'dist': 40.07437300796656, 'nearest_coord': (-37.5191919, 144.705837)}",54268.1,4042.0
510.0,3,4,2,House,17 Langdon Drive,WYNDHAM VALE,3024.0,-37.85183,144.59702,"Ngarri Primary School2 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.5 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College4 km awayGovernmentMore Info",False,213051589.0,"{'dist': 38.20710779419056, 'nearest_coord': (-37.5191919, 144.705837)}",72974.3,3924.8
500.0,2,4,4,House,63 Brougham Avenue,WYNDHAM VALE,3024.0,-37.89762,144.61601,"Wyndham Vale Primary School0.5 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College2.9 km awayPrep-12CoEdGovernmentView Catchment,Walcom Ngarrwa Secondary College1.4 km awayGovernmentMore Info",False,213051590.0,"{'dist': 42.8148774541973, 'nearest_coord': (-37.5191919, 144.705837)}",54130.6,3989.5
500.0,2,4,2,House,4 Laval St,WYNDHAM VALE,3024.0,-37.869576,144.61742,"Riverbend Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,Manor Lakes P-12 College1.4 km awayPrep-12CoEdGovernmentView Catchment,Brinbeal Secondary College2.7 km awayGovernmentMore Info",False,213051589.0,"{'dist': 39.730080197091944, 'nearest_coord': (-37.5191919, 144.705837)}",54647.8,4033.3
