price,bathrooms,bedrooms,parking,type,street,suburb,postcode,latitude,longitude,school,furnished,SA2_code,nearestHospital,hospital_distance,to_hospital_time
675.0,1,2,1,Apartment / Unit / Flat,3712/80 ABeckett Street,MELBOURNE,3000.0,-37.809,144.96107,"Carlton Gardens Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.4 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.4 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.9979389451703409, 'nearest_coord': (-37.812763, 144.950757)}",1162.9,180.5
675.0,1,2,0,Apartment / Unit / Flat,901/422 Collins Street,MELBOURNE,3000.0,-37.817097,144.96014,"Docklands Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,University High School2.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",False,206041505.0,"{'dist': 0.9547837766075489, 'nearest_coord': (-37.812763, 144.950757)}",1572.4,213.4
630.0,1,1,0,Apartment / Unit / Flat,707 10 Bennetts Lane,MELBOURNE,3000.0,-37.809048,144.96791,"Carlton Gardens Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,University High School1.7 km away7-12CoEdGovernmentView Catchment,Ozford College0.2 km away10-11CoEdPrivateMore Info",True,206041503.0,"{'dist': 0.6046251082994629, 'nearest_coord': (-37.808521, 144.97476)}",1045.4,180.4
625.0,2,2,0,Apartment / Unit / Flat,208/601 Little Collins Street,MELBOURNE,3000.0,-37.817917,144.95485,"Docklands Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,University High School2.3 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.8 km awayPrivateMore Info",True,206041505.0,"{'dist': 0.6765451301789123, 'nearest_coord': (-37.812763, 144.950757)}",744.5,98.0
620.0,1,1,0,Apartment / Unit / Flat,2313/250 Elizabeth Street,MELBOURNE,3000.0,-37.81255,144.96275,"Carlton Gardens Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,University High School1.8 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.2 km awayPrivateMore Info",True,206041503.0,"{'dist': 0.7890673625238809, 'nearest_coord': (-37.814488, 144.971391)}",1241.6,196.4
600.0,1,1,0,Apartment / Unit / Flat,1903/639 Lonsdale Street,MELBOURNE,3000.0,-37.81501,144.95341,"Docklands Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,University High School2 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.4 km awayPrivateMore Info",True,206041505.0,"{'dist': 0.34167395403372697, 'nearest_coord': (-37.812763, 144.950757)}",400.8,64.2
590.0,1,1,0,Studio,406/10 Bennetts Lane,MELBOURNE,3000.0,-37.809036,144.96793,"Carlton Gardens Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,University High School1.7 km away7-12CoEdGovernmentView Catchment,Ozford College0.2 km away10-11CoEdPrivateMore Info",True,206041503.0,"{'dist': 0.602748198996612, 'nearest_coord': (-37.808521, 144.97476)}",1046.1,180.6
580.0,1,1,0,Studio,703/19 Exploration Lane,MELBOURNE,3000.0,-37.808933,144.9681,"Carlton Gardens Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,University High School1.7 km away7-12CoEdGovernmentView Catchment,Ozford College0.2 km away10-11CoEdPrivateMore Info",True,206041503.0,"{'dist': 0.5868782824725104, 'nearest_coord': (-37.808521, 144.97476)}",1013.6,175.1
550.0,1,1,0,Apartment / Unit / Flat,2601/288 Spencer Street,MELBOURNE,3000.0,-37.813812,144.95203,"Docklands Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,University High School1.9 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.3 km awayPrivateMore Info",True,206041505.0,"{'dist': 0.16158930070641916, 'nearest_coord': (-37.812763, 144.950757)}",446.8,64.6
545.0,1,1,1,Apartment / Unit / Flat,1710/668 Burke Street,MELBOURNE,3000.0,-37.81659,144.95421,"Docklands Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,University High School2.2 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.6 km awayPrivateMore Info",False,206041505.0,"{'dist': 0.5225833662938005, 'nearest_coord': (-37.812763, 144.950757)}",877.5,128.3
500.0,1,1,0,Apartment / Unit / Flat,P22/394 Collins Street,MELBOURNE,3000.0,-37.81668,144.96104,"Docklands Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,University High School2.2 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",True,206041505.0,"{'dist': 0.9413630992359783, 'nearest_coord': (-37.814488, 144.971391)}",1115.3,176.1
725.0,1,2,1,Apartment / Unit / Flat,1407/555 Flinders Street,MELBOURNE,3000.0,-37.820972,144.95648,"Docklands Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Port Phillip Specialist School2.2 km awayUCoEdGovernmentView Catchment,University High School2.7 km away7-12CoEdGovernmentView Catchment",True,206041505.0,"{'dist': 1.0420785465850977, 'nearest_coord': (-37.812763, 144.950757)}",1253.6,181.1
540.0,1,1,0,Apartment / Unit / Flat,2506/87 Franklin Street,MELBOURNE,3000.0,-37.807945,144.9617,"Carlton Gardens Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,University High School1.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.9893060102209372, 'nearest_coord': (-37.80001, 144.956607)}",1246.4,216.4
475.0,1,1,0,Apartment / Unit / Flat,421/422 Collins Street,MELBOURNE,3000.0,-37.817097,144.96014,"Docklands Primary School1.7 km awayPrep-6CoEdGovernmentView Catchment,University High School2.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",False,206041505.0,"{'dist': 0.9547837766075489, 'nearest_coord': (-37.812763, 144.950757)}",1572.4,213.4
475.0,1,1,0,Apartment / Unit / Flat,701/253 Franklin Street,MELBOURNE,3000.0,-37.8095,144.95667,"North Melbourne Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,University High School1.4 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.4 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.63361605633917, 'nearest_coord': (-37.812763, 144.950757)}",909.1,135.9
360.0,1,0,0,Apartment / Unit / Flat,508/408 Lonsdale Street,MELBOURNE,3000.0,-37.8126,144.9604,"Carlton Gardens Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,University High School1.8 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.8472954237747351, 'nearest_coord': (-37.812763, 144.950757)}",1137.9,165.1
2200.0,2,3,2,Apartment / Unit / Flat,3007/35 Spring Street,MELBOURNE,3000.0,-37.81417,144.974,"Carlton Gardens Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Collingwood College1.9 km awayPrep-12CoEdGovernmentView Catchment,Victorian College Of The Arts Secondary School1.8 km away7-12CoEdGovernmentMore Info",True,206041503.0,"{'dist': 0.23189752141464703, 'nearest_coord': (-37.814488, 144.971391)}",416.0,68.4
1250.0,2,3,1,Apartment / Unit / Flat,7306/462 Elizabeth Street,MELBOURNE,3000.0,-37.807858,144.96062,"Carlton Gardens Primary School1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.9411899589770739, 'nearest_coord': (-37.80001, 144.956607)}",1205.8,209.5
1100.0,2,2,2,Apartment / Unit / Flat,1010/35 Spring Street,MELBOURNE,3000.0,-37.81417,144.974,"Carlton Gardens Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,Collingwood College1.9 km awayPrep-12CoEdGovernmentView Catchment,Victorian College Of The Arts Secondary School1.8 km away7-12CoEdGovernmentMore Info",False,206041503.0,"{'dist': 0.23189752141464703, 'nearest_coord': (-37.814488, 144.971391)}",416.0,68.4
995.0,2,2,0,Apartment / Unit / Flat,2802/63 La Trobe Street,MELBOURNE,3000.0,-37.808155,144.96954,"Carlton Gardens Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,University High School1.7 km away7-12CoEdGovernmentView Catchment,Ozford College0.3 km away10-11CoEdPrivateMore Info",False,206041503.0,"{'dist': 0.46038680298143425, 'nearest_coord': (-37.808521, 144.97476)}",850.3,155.5
850.0,1,2,1,Apartment / Unit / Flat,901/82 Flinders Street,MELBOURNE,3000.0,-37.815918,144.97194,"Carlton Gardens Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Collingwood College2.2 km awayPrep-12CoEdGovernmentView Catchment,Victorian College Of The Arts Secondary School1.5 km away7-12CoEdGovernmentMore Info",True,206041503.0,"{'dist': 0.16616135229984993, 'nearest_coord': (-37.814488, 144.971391)}",227.5,30.4
800.0,2,2,0,Apartment / Unit / Flat,6901/462 Elizabeth St,MELBOURNE,3000.0,-37.807858,144.96062,"Carlton Gardens Primary School1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.9411899589770739, 'nearest_coord': (-37.80001, 144.956607)}",1205.8,209.5
795.0,2,2,1,Apartment / Unit / Flat,1403/318 Little Lonsdale Street,MELBOURNE,3000.0,-37.811584,144.96028,"Carlton Gardens Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,University High School1.7 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.1 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.846775767497011, 'nearest_coord': (-37.812763, 144.950757)}",950.3,168.9
0.789,1,1,0,Apartment / Unit / Flat,99 Franklin Street,MELBOURNE,3000.0,-37.808197,144.96129,"Carlton Gardens Primary School1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.999009935155455, 'nearest_coord': (-37.80001, 144.956607)}",1260.9,219.8
749.0,1,1,0,Apartment / Unit / Flat,236 La Trobe Street,MELBOURNE,3000.0,-37.809826,144.96242,"Carlton Gardens Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.5 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.3 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.943287373016926, 'nearest_coord': (-37.814488, 144.971391)}",1614.4,234.8
590.0,1,1,0,Apartment / Unit / Flat,71/140 Flinders Street,MELBOURNE,3000.0,-37.81638,144.97035,"Carlton Gardens Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Collingwood College2.3 km awayPrep-12CoEdGovernmentView Catchment,Victorian College Of The Arts Secondary School1.4 km away7-12CoEdGovernmentMore Info",True,206041503.0,"{'dist': 0.22939553826447806, 'nearest_coord': (-37.814488, 144.971391)}",658.5,95.5
575.0,1,1,0,Apartment / Unit / Flat,1614/33 Mackenzie Street,MELBOURNE,3000.0,-37.807835,144.96698,"Carlton Gardens Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,University High School1.6 km away7-12CoEdGovernmentView Catchment,Ozford College0.3 km away10-11CoEdPrivateMore Info",True,206041503.0,"{'dist': 0.687729036524637, 'nearest_coord': (-37.808521, 144.97476)}",968.5,150.8
575.0,1,2,0,Apartment / Unit / Flat,116/318 Little Bourke Street,MELBOURNE,3000.0,-37.812996,144.96318,"Carlton Gardens Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,University High School1.9 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.2 km awayPrivateMore Info",True,206041503.0,"{'dist': 0.7401288948507191, 'nearest_coord': (-37.814488, 144.971391)}",1212.4,194.8
570.0,1,1,0,Apartment / Unit / Flat,1206/33 Mackenzie Street,MELBOURNE,3000.0,-37.807835,144.96698,"Carlton Gardens Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,University High School1.6 km away7-12CoEdGovernmentView Catchment,Ozford College0.3 km away10-11CoEdPrivateMore Info",False,206041503.0,"{'dist': 0.687729036524637, 'nearest_coord': (-37.808521, 144.97476)}",968.5,150.8
550.0,1,1,0,Apartment / Unit / Flat,35/131 La Trobe Street,MELBOURNE,3000.0,-37.808643,144.96779,"Carlton Gardens Primary School0.7 km awayPrep-6CoEdGovernmentView Catchment,University High School1.7 km away7-12CoEdGovernmentView Catchment,Ozford College0.2 km away10-11CoEdPrivateMore Info",True,206041503.0,"{'dist': 0.6124727255067371, 'nearest_coord': (-37.808521, 144.97476)}",1319.7,197.5
550.0,1,2,0,Apartment / Unit / Flat,813/339 Swanston Street,MELBOURNE,3000.0,-37.810383,144.9638,"Carlton Gardens Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.6 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.4 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.8081038331284773, 'nearest_coord': (-37.814488, 144.971391)}",1272.5,188.7
535.0,1,1,0,Apartment / Unit / Flat,32/18 Queen Street,MELBOURNE,3000.0,-37.818317,144.96245,"Carlton Gardens Primary School1.9 km awayPrep-6CoEdGovernmentView Catchment,University High School2.4 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.7 km awayPrivateMore Info",True,206041505.0,"{'dist': 0.8933757390822891, 'nearest_coord': (-37.814488, 144.971391)}",1323.4,197.4
520.0,1,1,0,Apartment / Unit / Flat,603/115 Swanston Street,MELBOURNE,3000.0,-37.814995,144.96603,"Carlton Gardens Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,University High School2.2 km away7-12CoEdGovernmentView Catchment,Ozford College - Ozford College Campus0.5 km awayPrivateMore Info",True,206041503.0,"{'dist': 0.47429311644965033, 'nearest_coord': (-37.814488, 144.971391)}",661.5,104.8
500.0,1,1,0,Apartment / Unit / Flat,106/155 Bourke Street,MELBOURNE,3000.0,-37.812805,144.96881,"Carlton Gardens Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,University High School2.1 km away7-12CoEdGovernmentView Catchment,Stott's Colleges0.2 km away11-12PrivateMore Info",True,206041503.0,"{'dist': 0.29398567143421145, 'nearest_coord': (-37.814488, 144.971391)}",638.2,96.3
479.0,1,0,0,Studio,50 La Trobe Street,MELBOURNE,3000.0,-37.824905,144.97147,"South Melbourne Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,Richmond High School-Gleadell Street Campus2.8 km away7CoEdGovernmentView Catchment,Port Phillip Specialist School2.9 km awayUCoEdGovernmentView Catchment",True,206041507.0,"{'dist': 1.0403938516929683, 'nearest_coord': (-37.834246, 144.972151)}",9656.4,813.4
450.0,1,1,0,Apartment / Unit / Flat,312/408 Lonsdale Street,MELBOURNE,3000.0,-37.8126,144.9604,"Carlton Gardens Primary School1.4 km awayPrep-6CoEdGovernmentView Catchment,University High School1.8 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.8472954237747351, 'nearest_coord': (-37.812763, 144.950757)}",1137.9,165.1
450.0,1,1,0,Apartment / Unit / Flat,1281/1 William Street,MELBOURNE,3000.0,-37.819477,144.95966,"Docklands Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,University High School2.5 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.8 km awayPrivateMore Info",True,206041505.0,"{'dist': 1.0811908199643119, 'nearest_coord': (-37.812763, 144.950757)}",1455.9,190.1
450.0,1,1,0,Apartment / Unit / Flat,821/585 La Trobe Street,MELBOURNE,3000.0,-37.813267,144.95183,"Docklands Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,University High School1.8 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.3 km awayPrivateMore Info",True,206041505.0,"{'dist': 0.10966051667477567, 'nearest_coord': (-37.812763, 144.950757)}",107.0,21.9
425.0,1,1,0,Apartment / Unit / Flat,108/318 Little Bourke Street,MELBOURNE,3000.0,-37.812996,144.96318,"Carlton Gardens Primary School1.3 km awayPrep-6CoEdGovernmentView Catchment,University High School1.9 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.2 km awayPrivateMore Info",True,206041503.0,"{'dist': 0.7401288948507191, 'nearest_coord': (-37.814488, 144.971391)}",1212.4,194.8
950.0,2,3,1,Apartment / Unit / Flat,3301/618 Lonsdale Street,MELBOURNE,3000.0,-37.814415,144.9539,"Docklands Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.9 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.4 km awayPrivateMore Info",True,206041505.0,"{'dist': 0.331622335964064, 'nearest_coord': (-37.812763, 144.950757)}",487.5,76.6
850.0,1,2,0,Apartment / Unit / Flat,5809/442 ELIZABETH STREET,MELBOURNE,3000.0,-37.80841,144.96077,"Carlton Gardens Primary School1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.5 km awayPrivateMore Info",True,206041504.0,"{'dist': 1.003094416439618, 'nearest_coord': (-37.80001, 144.956607)}",1336.5,216.4
830.0,2,2,1,Apartment / Unit / Flat,3308B/639 Little Lonsdale Street,MELBOURNE,3000.0,-37.81419,144.95258,"Docklands Primary School1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.9 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.3 km awayPrivateMore Info",False,206041505.0,"{'dist': 0.22544033322254903, 'nearest_coord': (-37.812763, 144.950757)}",585.0,107.8
800.0,2,2,1,Apartment / Unit / Flat,3502/27 Therry Street,MELBOURNE,3000.0,-37.806988,144.96101,"Carlton Gardens Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,University High School1.2 km away7-12CoEdGovernmentView Catchment,River Nile School0.6 km away11-12GirlsPrivateMore Info",True,206041504.0,"{'dist': 0.8670018630079216, 'nearest_coord': (-37.80001, 144.956607)}",1086.9,196.2
800.0,2,2,1,Apartment / Unit / Flat,1003/220 Spencer Street,MELBOURNE,3000.0,-37.815693,144.95291,"Docklands Primary School1 km awayPrep-6CoEdGovernmentView Catchment,University High School2.1 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.5 km awayPrivateMore Info",False,206041505.0,"{'dist': 0.3767180335690377, 'nearest_coord': (-37.812763, 144.950757)}",465.7,65.1
750.0,1,2,0,Apartment / Unit / Flat,1210/135 A'Beckett Street,MELBOURNE,3000.0,-37.809788,144.95964,"Carlton Gardens Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,University High School1.5 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.3 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.8475749984657683, 'nearest_coord': (-37.812763, 144.950757)}",1015.3,159.3
720.0,2,2,0,Apartment / Unit / Flat,1207/270 King Street,MELBOURNE,3000.0,-37.81369,144.95486,"Docklands Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,University High School1.9 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.3 km awayPrivateMore Info",True,206041505.0,"{'dist': 0.37488029703963455, 'nearest_coord': (-37.812763, 144.950757)}",518.0,82.4
700.0,1,2,0,Apartment / Unit / Flat,1801/464 Collins Street,MELBOURNE,3000.0,-37.817562,144.95859,"Docklands Primary School1.6 km awayPrep-6CoEdGovernmentView Catchment,University High School2.3 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.6 km awayPrivateMore Info",False,206041505.0,"{'dist': 0.8707498938837015, 'nearest_coord': (-37.812763, 144.950757)}",1251.5,171.9
700.0,2,2,1,Apartment / Unit / Flat,2112/80 A'beckett Street,MELBOURNE,3000.0,-37.809,144.96107,"Carlton Gardens Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.4 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.4 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.9979389451703409, 'nearest_coord': (-37.812763, 144.950757)}",1162.9,180.5
700.0,2,2,1,Apartment / Unit / Flat,1203/478 St Kilda Road,MELBOURNE,3000.0,-37.84259,144.97704,"South Yarra Primary School0.8 km awayPrep-6CoEdGovernmentView Catchment,Prahran High School1.6 km away7-11CoEdGovernmentView Catchment,Port Phillip Specialist School3.2 km awayUCoEdGovernmentView Catchment",False,206051128.0,"{'dist': 0.5797435158327716, 'nearest_coord': (-37.846087, 144.981937)}",1021.3,134.1
690.0,1,2,2,Apartment / Unit / Flat,1801/280 Spencer Street,MELBOURNE,3000.0,-37.813946,144.95203,"Docklands Primary School0.9 km awayPrep-6CoEdGovernmentView Catchment,University High School1.9 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.3 km awayPrivateMore Info",False,206041505.0,"{'dist': 0.17265314105049592, 'nearest_coord': (-37.812763, 144.950757)}",432.9,63.0
650.0,1,2,0,Apartment / Unit / Flat,409/9 Degraves Street,MELBOURNE,3000.0,-37.817554,144.96574,"Carlton Gardens Primary School1.8 km awayPrep-6CoEdGovernmentView Catchment,University High School2.4 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.7 km awayPrivateMore Info",True,206041503.0,"{'dist': 0.6021951832554637, 'nearest_coord': (-37.814488, 144.971391)}",1094.0,194.0
650.0,1,2,0,Apartment / Unit / Flat,1210/81 A'beckett Street,MELBOURNE,3000.0,-37.809254,144.96118,"Carlton Gardens Primary School1.1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.4 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.4 km awayPrivateMore Info",False,206041504.0,"{'dist': 0.9953110910795868, 'nearest_coord': (-37.812763, 144.950757)}",1163.2,180.6
650.0,1,1,0,Apartment / Unit / Flat,1406/60 AâBeckett Street,MELBOURNE,3000.0,-37.808743,144.9615,"Carlton Gardens Primary School1 km awayPrep-6CoEdGovernmentView Catchment,University High School1.4 km away7-12CoEdGovernmentView Catchment,Eltham College - Lonsdale Street Campus0.4 km awayPrivateMore Info",False,206041504.0,"{'dist': 1.0442654002994014, 'nearest_coord': (-37.812763, 144.950757)}",1290.2,201.9
600.0,1,1,0,Apartment / Unit / Flat,901/22-40 Wills Street,MELBOURNE,3000.0,-37.810757,144.957,"North Melbourne Primary School1.5 km awayPrep-6CoEdGovernmentView Catchment,University High School1.5 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.4 km awayPrivateMore Info",True,206041504.0,"{'dist': 0.5920567798271076, 'nearest_coord': (-37.812763, 144.950757)}",824.2,131.9
600.0,1,1,0,Apartment / Unit / Flat,5111/560 Lonsdale Street,MELBOURNE,3000.0,-37.813976,144.95576,"Docklands Primary School1.2 km awayPrep-6CoEdGovernmentView Catchment,University High School1.9 km away7-12CoEdGovernmentView Catchment,Haileybury College - City Boys0.4 km awayPrivateMore Info",False,206041505.0,"{'dist': 0.4597223694843746, 'nearest_coord': (-37.812763, 144.950757)}",757.8,112.9
